許可證字號,類別,中文品名,核可日期,申請商,證況,保健功效相關成分,保健功效,保健功效宣稱,警語,注意事項,網址
衛署健食字第A00204號,衛署健食字,黑松茶花綠茶,2011/11/15,黑松股份有限公司,核可,玉米來源可溶性纖維（難消化性麥芽糊精）,"調節血脂, 不易形成體脂肪",(一)不易形成體脂肪功能：經動物實驗結果：有助於不易形成體脂肪。在嚴謹的營養均衡與熱量控制，以及適當的運動條件下，適量攝取本產品有助於不易形成體脂肪。(二)調節血脂功能：經動物實驗結果：有助於降低血清中三酸甘油酯。,本產品含難消化性麥芽糊精，食用後可能產生排氣與脹氣現象，若有不適者，請停止食用。,(1)請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎；請依建議攝取量食用，多食無益。 (2)本產品供保健用，請依建議攝取量食用。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=188
衛署健食字第A00205號(本證失效),衛署健食字,健常活益菌膠囊,2011/12/18,葡萄王生技股份有限公司,廢止,乳酸菌(Enterococcus faecium、Lactobacillus casei sp. rhamnosus GG、Lactobacillus acidophilus),胃腸功能改善,有助於增加腸內益生菌。,,請洽詢醫師或營養師有關食用本品之意見；均衡的飲食及適當的運動為身體健康的基礎，如飲食或排便出現異常者，請洽醫師。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=190
衛署健食字第A00209號,衛署健食字,好豆挺錠,2013/03/12,台灣中油股份有限公司,核可,總異黃酮,骨質保健功能,依據動物實驗結果：食用本產品對於停經之婦女有助於骨質保健。,,（1）痛風者不建議使用。（2）請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。（3）孕婦使用前請先徵詢醫師或營養師意見。（4）本產品非藥品，供保健用，罹病者仍需就醫。（5）請依建議攝取量食用，勿過量。（6）本品含大豆及其製品。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=231
衛署健食字第A00210號,衛署健食字,人參精華膠囊,2012/06/22,信吉媒體科技股份有限公司,核可,品管指標成分：人參皂苷(ginsenoside Re) 4.82±0.96毫克/粒,"調節血糖, 免疫調節",(一)免疫調節經動物實驗結果：1.有助於促進吞噬細胞活性。2.有助於促進自然殺手細胞活性。3.有助於促進血清中IgG抗體之生成。4.有助於促進T免疫細胞增生能力。(二)調節血糖經動物實驗結果：對禁食血糖值偏高者，具有輔助調節血糖作用。,有過敏體質或自體免疫疾病者，請洽詢醫師意見小心食用。,1.本產品非藥品，供保健用，罹病者仍需就醫。2.請依建議攝取量食用，勿過量。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=207
衛署健食字第A00212號(本證失效),衛署健食字,三多好纖®健康飲 含鉻配方,2012/09/20,三多士股份有限公司,核可,難消化性麥芽糊精；鉻,調節血糖,經動物實驗結果證實，有助於降低空腹血糖值。,警語：(1) 本產品非屬治療及矯正疾病用藥品，糖尿病患者仍需就醫治療。(2) 本產品不具第一型糖尿病患者之血糖調節作用。(3) 請依建議攝取量食用，多食無益。,注意事項：(1) 請洽詢醫師或營養師有關食用本產品之意見。(2) 均衡的飲食及適當的運動為身體健康之基礎。(3) 有易腹瀉體質者應先諮詢醫師意見再食用。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=210
衛署健食字第A00213號,衛署健食字,味丹心茶道健康青草茶,2012/02/01,味丹企業股份有限公司,核可,品管指標成分:總多酚、橘皮苷,護肝功能,經動物實驗結果：對四氯化碳誘發之大鼠肝臟損傷，有助於降低血清AST (GOT) 和ALT (GPT)值。,,1.正值懷孕、授乳或服用藥物者，請洽詢醫師或營養師有關食用本品的意見；均衡的飲食及適當的運動為身體健康之基礎。2.AST(GOT)、ALT(GPT)值持續異常升高可能是肝病變所引起應立即就醫。3.本產品含砂糖，請注意熱量攝取。4.本產品供保健用，請依建議攝取量食用。5.多食無益。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=195
衛署健食字第A00214號(本證失效),衛署健食字,氣津堂乳酸菌菊苣飲(奶茶口味),2012/06/11,傑登生研有限公司,失效,總乳酸菌菊苣纖維,胃腸功能改善,經動物試驗結果證實，有助於增加腸內益生菌。,,1.請洽詢醫師或營養師有關食用本品的意見；均衡的飲食及適當的運動為身體健康之基礎。2.本產品不得代替藥品使用。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=208
衛署健食字第A00222號,衛署健食字,田原香原味滴雞精,2012/09/14,香港商田原香有限公司台灣分公司,核可,總支鏈胺基酸(Leucine、Isoleucine、Valine),抗疲勞功能,經動物實驗結果：(1)有助於運動後改善血液中尿素氮與乳酸代謝。(2)有助於增進運動後疲勞的消除。,支鏈有機酸尿症(例如楓糖尿症)患者應避免食用。,1. 請洽詢醫師或營養師有關食用本產品之意見；均衡的飲食及適當的運動為身體健康之基礎。2. 本產品供保健用，請依建議攝取量食用。3. 多食無益。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=214
衛署健食字第A00223號,衛署健食字,活力五味子錠,2012/10/25,永信藥品工業股份有限公司,核可,Sesamin;Schisandrin B,護肝,根據動物試驗結果，對四氯化碳誘發之大鼠肝臟損傷：有助於降低血清中AST(GOT)和ALT(GPT)值。,1.AST(GOT)、ALT(GPT)值持續異常升高可能是肝臟疾病所引起，應立即就醫。2.如過敏體質、孕婦、手術前、傷口癒合前，請洽詢醫師或營養師有關食用本品之意見。3.一日請勿超過2錠。4.多食無益。,1. 內附乾燥劑，請勿食用。2. 請確實遵循每日建議量食用。3. 均衡的飲食及適當的運動為身體健康之基礎。4. 本產品含乳糖、芝麻及其製品。5. 本產品非藥品，供保健用，罹病者仍需就醫。6. 請依建議攝取量食用，勿過量。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=222
衛署健食字第A00224號,衛署健食字,台糖美漾纖(粉末食品),2012/10/01,台灣糖業股份有限公司,核可,含難消化糊精之總膳食纖維,"調節血糖, 不易形成體脂肪",【調節血糖功效】經動物實驗結果：1.有助於降低餐後血糖值。2.對禁食血糖值偏高者，具有輔助調節作用。【不易形成體脂肪功效】經動物實驗結果：有助於不易形成體脂肪。在嚴謹的營養均衡與熱量控制，以及適當的運動條件下，適當攝取本產品有助於不易形成體脂肪。,1.本產品非屬治療及矯正疾病用藥品，糖尿病患者仍需就醫治療。2.多食無益。3.本產品含難消化性麥芽糊精，食用後可能產生排氣與脹氣現象，若有不適者，請停止食用。,1.本產品供保健用，請依建議攝取量食用。2.患有疾病或特殊體質者(並包含孕婦、嬰幼兒)，請洽詢醫師、藥師或營養師建議後食用。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=215
衛署健食字第A00225號,衛署健食字,愛之味健康の油切分解茶,2012/08/27,愛之味股份有限公司,核可,難消化性麥芽糊精；菊苣纖維(以fructan計),"調節血脂, 不易形成體脂肪",1.【調節血脂功效】 經人體食用研究結果： (1)有助於降低血中低密度脂蛋白膽固醇。 (2)有助於增加血中高密度脂蛋白膽固醇。2.【不易形成體脂肪功效】 經動物實驗結果：有助於減少體脂肪之形成。在嚴謹的營養均衡與熱 量控制，以及適當的運動條件下，適量攝取本產品有助於不易形成體脂肪。,本產品含有菊苣纖維及難消化性麥芽糊精，飲用後會促進腸道蠕動，並產生脹氣及排氣等現象，若有不適者，請停止飲用。,(1.)請洽詢醫師或營養師有關飲用本產品之意見。(2.)均衡的飲食及適當的運動為身體健康之基礎。(3.)本產品僅供保健用，請依建議攝取量食用。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=216
衛署健食字第A00226號,衛署健食字,高積能牛蒡精華素,2012/11/26,三益事業有限公司,核可,綠原酸;總多酚,"胃腸功能改善, 護肝功能",1.胃腸功能改善：經動物試驗結果:有助於胃黏膜之保護作用。2.護肝：經動物實驗結果:對於四氯化碳誘發之大鼠肝臟損傷，有助於降低血清中GOT(AST)、GPT(ALT)值。,"本品含有菊苣纖維,食用後若有脹氣不適者請停止食用。","1.孕婦及哺乳期婦女不宜食用。2.均衡飲食及適當運動為身體健康基礎。3.請依建議攝取量食用,勿過量。4.本產品非藥品,供保健用,罹病者仍需就醫。5.飲食前開封，如發現包裝破損或任何品質異常，請將整盒產品交回公司更換新品。",https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=223
衛署健食字第A00227號,衛署健食字,御茶園特撰双茶花綠茶,2012/08/31,維他露食品股份有限公司,核可,兒茶素,"調節血脂功能, 不易形成體脂肪功能",(一)「經動物試驗結果：(1)有助於降低血中總膽固醇。(2)有助於降低血中三酸甘油酯。」(二)「經動物實驗結果：有助於減少體脂肪之形成。」,本產品含難消化性麥芽糊精，食用後可能產生排氣與脹氣現象，若有不適者，請停止食用。,(1)在嚴謹的營養均衡與熱量控制，以及適當的運動條件下，適當攝取本產品有助於不易形成體脂肪。 (2)請洽詢醫師或營養師有關食用本品之意見。(3)本產品供保健用，請依建議攝取量食用。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=217
衛署健食字第A00228號,衛署健食字,桂格青春養身素,2012/12/28,佳格食品股份有限公司,核可,總多酚(以tannic acid計),"不易形成體脂肪, 延緩衰老",(一)延緩衰老1.有助於降低脂質過氧化物之產生。2.有助於增加紅血球中抗氧化酵素之活性。3.經易老化鼠動物實驗結果，有助於延緩老化。(二)不易形成體脂肪經動物實驗結果：有助於減少體脂肪之形成。,有乳糖不耐症者，食用前請先洽詢醫師或營養師意見。,1.請洽詢醫師或營養師有關於食用本產品之意見；均衡的飲食及適當的運動為身體健康的基礎。2.本產品供保健用，請依建議攝取量食用。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=224
衛署健食字第A00229號,衛署健食字,黃金蜆蛋白膠囊,2013/01/30,兆鴻生技股份有限公司,核可,肝醣;精胺酸精胺酸成分之每份內容物含量為 42.2 mg ± 6.4 mg；肝醣成分之每份內容物含量為 75.0 mg ± 15.0 mg。,護肝,經動物實驗結果，對於四氯化碳誘發之大鼠肝臟損傷，有助於降低血清中AST(GOT)值和ALT(GPT)值。,GOP、GPT值持續異常升高可能是肝病變所引起，請立即就醫。,1. 身體體質特殊者，請先諮詢醫師、藥師指示。2. 孕婦、授乳或服用藥物等情況，請遵循專業醫事人員建議食用。3. 本產品非藥品，供保健用，罹病者仍需就醫。4. 請依建議攝取量食用，勿過量。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=225
衛署健食字第A00230號,衛署健食字,蔓越莓醋(減糖配方),2012/10/01,百家珍釀造食品股份有限公司,核可,綠原酸,調節血脂功能,經人體食用研究結果，有助於降低血中總膽固醇。,,本產品供保健用，請依建議攝取量食用。均衡的飲食及適當運動為身體健康之基礎。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=221
衛署健食字第A00231號(本證失效),衛署健食字,益淨麴紅麴膠囊,2013/02/07,晨暉生物科技股份有限公司,失效,Monacolin K;Monascin;Ankaflavin,調節血脂,經動物實驗證實：1.有助於降低血清總膽固醇濃度2.有助於降低血清三酸甘油酯濃度3.有助於提升血清中高密度脂蛋白膽固醇濃度並降低低密度脂蛋白膽固醇濃度。,(1)患有嚴重疾病、感染症、肝病或經外科手術等情況者請勿食用。(2)生理期、懷孕及授乳期間請依照醫師指示食用。(3)是否適用於膽固醇之控制，應先徵詢醫師。(4)本產品不應替代藥品使用。(5)若身體出現不適請先停止食用。(6)請勿與葡萄柚及葡萄柚果汁同時食用。,(1)請徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。(2)本產品不能治療矯正任何疾病，有病者仍需就醫。(3)多食或過量無益。(4)本產品請放置陰涼、乾燥處保存，並避免幼兒自行食用。(5)本產品若經拆封恕無法退貨，敬請見諒。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=226
衛署健食字第A00232號,衛署健食字,PROTE 200益生菌,2012/11/20,創益生技股份有限公司,核可,Lactobacillus paracasei,"輔助調整過敏體質, 免疫調節",【免疫調節】經動物實驗結果:(1)有助於促進IgG抗體生成。(2)有助於調節T細胞激素分泌。【輔助調整過敏體質】經動物實驗結果:(1)有助於減少過敏反應抗體IgE。(2)有助於促進肺中免疫細胞IFN-γ的分泌。,有免疫相關疾病者請先諮詢醫師後，再謹慎食用。本產品含有牛奶、大豆及其製品。本產品與其他含有麩質之穀物、甲殼類、芝麻、大豆、牛奶、蛋、芒果產品於同一工廠生產，食品過敏者請留意。,(1)本產品非藥品，供保健用，罹病者仍需就醫。(2)請依建議攝取量食用，勿過量。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=219
衛署健食字第A00233號(本證失效),衛署健食字,紐崔萊複合乳酸菌,2013/03/07,安麗日用品股份有限公司,失效,總乳酸菌,胃腸功能改善,有助於增加腸內益生菌。,,請勿任由兒童自行取食。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=227
衛署健食字第A00234號(本證失效),衛署健食字,醣の安欣膠囊,2013/01/25,葡萄王生技股份有限公司,失效,ρ-酪醇(ρ-Tyrosol);紅景天苷(Salidroside),調節血糖,經動物實驗結果：對於餐後血糖具有輔助調節作用。,1. 懷孕、15歲以下小孩或授乳期間婦女，請勿食用。2 .易腹瀉體質者，應避免食用;食用本品若有腹瀉者，請停止食用並諮詢醫師。,1. 請小心存放，避免孩童取用。2. 若服用藥物，請先洽詢醫師意見，再決定是否食用。3. 請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。4. 本產品非藥品，供保健用，罹病者仍需就醫。5. 請依建議攝取量食用，勿過量。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=228
衛署健食字第A00236號,衛署健食字,加氏立舒敏膠囊,2013/06/10,源穎生技股份有限公司,核可,Lactobacillus gasseri PM-A0005,輔助調整過敏體質功能,經動物實驗結果：有助於提高Th1相關的塵蟎特異抗體IgG2a的增加。,有免疫相關疾病者，請謹慎食用或洽詢醫師的意見。,1.食用本產品時，水溫勿超過50℃2.本產品非藥品，供保健用，罹病者仍需就醫。3.請依建議攝取量食用，勿過量。,https://consumer.fda.gov.tw//Food/InfoHealthFoodDetail.aspx?nodeID=162&id=238
